Year,Pathogen,Specimen,Location,Antibiotic,Resistance_Percentage
2021,Acinetobacter spp.,PA+OSBF,Overall,Gentamicin,61.0
2021,Acinetobacter spp.,PA+OSBF,Overall,Ciprofloxacin,73.0
2021,Acinetobacter spp.,PA+OSBF,Overall,TMP-SMX,52.0
2021,Acinetobacter spp.,PA+OSBF,Overall,Minocycline,40.0
2021,Acinetobacter spp.,Urine,Overall,Cefoperazone-Sulbactam,11.0
2021,Acinetobacter spp.,Urine,Overall,Piperacillin-Tazobactam,21.0
2021,Acinetobacter spp.,Urine,Overall,Ceftazidime,51.0
2021,Acinetobacter spp.,Urine,Overall,Cefepime,34.0
2021,Acinetobacter spp.,Urine,Overall,Imipenem,25.0
2021,Acinetobacter spp.,Urine,Overall,Meropenem,28.0
2021,Acinetobacter spp.,Urine,Overall,Amikacin,23.0
2021,Acinetobacter spp.,Urine,Overall,Gentamicin,25.0
2021,Acinetobacter spp.,Urine,Overall,Ciprofloxacin,30.0
2021,Acinetobacter spp.,Urine,Overall,TMP-SMX,25.0
2021,Acinetobacter spp.,Urine,Overall,Minocycline,60.0
2021,Acinetobacter spp.,All Specimens,ICU,Cefoperazone-Sulbactam,9.0
2021,Acinetobacter spp.,All Specimens,IPD,Cefoperazone-Sulbactam,1.0
2021,Acinetobacter spp.,All Specimens,OPD,Cefoperazone-Sulbactam,15.0
2021,Acinetobacter spp.,All Specimens,ICU,Piperacillin-Tazobactam,69.0
2021,Acinetobacter spp.,All Specimens,IPD,Piperacillin-Tazobactam,27.0
2021,Acinetobacter spp.,All Specimens,OPD,Piperacillin-Tazobactam,50.0
2021,Acinetobacter spp.,All Specimens,ICU,Ceftazidime,81.0
2021,Acinetobacter spp.,All Specimens,IPD,Ceftazidime,52.0
2021,Acinetobacter spp.,All Specimens,OPD,Ceftazidime,62.0
2021,Acinetobacter spp.,All Specimens,ICU,Cefepime,84.0
2021,Acinetobacter spp.,All Specimens,IPD,Cefepime,39.0
2021,Acinetobacter spp.,All Specimens,OPD,Cefepime,57.0
2021,Acinetobacter spp.,All Specimens,ICU,Imipenem,76.0
2021,Acinetobacter spp.,All Specimens,IPD,Imipenem,53.0
2021,Acinetobacter spp.,All Specimens,OPD,Imipenem,30.0
2021,Acinetobacter spp.,All Specimens,ICU,Meropenem,69.0
2021,Acinetobacter spp.,All Specimens,IPD,Meropenem,50.0
2021,Acinetobacter spp.,All Specimens,OPD,Meropenem,35.0
2021,Acinetobacter spp.,All Specimens,ICU,Amikacin,66.0
2021,Acinetobacter spp.,All Specimens,IPD,Amikacin,26.0
2021,Acinetobacter spp.,All Specimens,OPD,Amikacin,47.0
2021,Acinetobacter spp.,All Specimens,ICU,Gentamicin,70.0
2021,Acinetobacter spp.,All Specimens,IPD,Gentamicin,26.0
2021,Acinetobacter spp.,All Specimens,OPD,Gentamicin,50.0
2021,Acinetobacter spp.,All Specimens,ICU,Ciprofloxacin,71.0
2021,Acinetobacter spp.,All Specimens,IPD,Ciprofloxacin,35.0
2021,Acinetobacter spp.,All Specimens,OPD,Ciprofloxacin,56.0
2021,Acinetobacter spp.,All Specimens,ICU,TMP-SMX,49.0
2021,Acinetobacter spp.,All Specimens,IPD,TMP-SMX,32.0
2021,Acinetobacter spp.,All Specimens,OPD,TMP-SMX,42.0
2021,Acinetobacter spp.,All Specimens,ICU,Minocycline,39.0
2021,Acinetobacter spp.,All Specimens,IPD,Minocycline,35.0
2021,Acinetobacter spp.,All Specimens,OPD,Minocycline,36.0
2018,Acinetobacter spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),43.53
2018,Escherichia coli,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),52.93
2018,Klebsiella spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),34.33
2018,Pseudomonas spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),30.0
2019,Acinetobacter spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),33.37
2019,Escherichia coli,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),53.06
2019,Klebsiella spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),27.39
2019,Pseudomonas spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),26.53
2021,Acinetobacter spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),67.0
2021,Escherichia coli,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),62.0
2021,Klebsiella spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),63.0
2021,Pseudomonas spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),28.0
2018,Acinetobacter spp.,All Specimens,Overall,Carbapenem (Trend),32.0
2018,Escherichia coli,All Specimens,Overall,Carbapenem (Trend),10.3
2018,Klebsiella spp.,All Specimens,Overall,Carbapenem (Trend),19.9
2018,Pseudomonas spp.,All Specimens,Overall,Carbapenem (Trend),15.9
2019,Acinetobacter spp.,All Specimens,Overall,Carbapenem (Trend),30.4
2019,Escherichia coli,All Specimens,Overall,Carbapenem (Trend),4.36
2019,Klebsiella spp.,All Specimens,Overall,Carbapenem (Trend),16.48
2019,Pseudomonas spp.,All Specimens,Overall,Carbapenem (Trend),6.92
2021,Acinetobacter spp.,All Specimens,Overall,Carbapenem (Trend),54.0
2021,Escherichia coli,All Specimens,Overall,Carbapenem (Trend),10.0
2021,Klebsiella spp.,All Specimens,Overall,Carbapenem (Trend),32.0
2021,Pseudomonas spp.,All Specimens,Overall,Carbapenem (Trend),14.0
2018,Staphylococcus aureus,All Specimens,Overall,MRSA (Cefoxitin),36.67
2019,Staphylococcus aureus,All Specimens,Overall,MRSA (Cefoxitin),38.95
2021,Staphylococcus aureus,All Specimens,Overall,MRSA (Cefoxitin),20.0
2018,Enterococcus spp.,All Specimens,Overall,VRE (Vancomycin),0.62
2019,Enterococcus spp.,All Specimens,Overall,VRE (Vancomycin),0.26
2021,Enterococcus spp.,All Specimens,Overall,VRE (Vancomycin),5.0
2022,Staphylococcus aureus,Blood,Overall,Cefoxitin (MRSA),38.0
2022,Staphylococcus aureus,Blood,Overall,Amikacin,2.0
2022,Staphylococcus aureus,Blood,Overall,Gentamicin,23.0
2022,Staphylococcus aureus,Blood,Overall,Ciprofloxacin,40.0
2022,Staphylococcus aureus,Blood,Overall,TMP-SMX,20.0
2022,Staphylococcus aureus,Blood,Overall,Clindamycin,27.0
2022,Staphylococcus aureus,Blood,Overall,Erythromycin,69.0
2022,Staphylococcus aureus,Blood,Overall,Linezolid,0.0
2022,Staphylococcus aureus,Blood,Overall,Teicoplanin,0.0
2022,Staphylococcus aureus,Blood,Overall,Doxycycline,3.0
2022,Staphylococcus aureus,Blood,Overall,Vancomycin,0.0
2022,Staphylococcus aureus,PA,Overall,Cefoxitin (MRSA),24.0
2022,Staphylococcus aureus,PA,Overall,Amikacin,3.0
2022,Staphylococcus aureus,PA,Overall,Gentamicin,14.0
2022,Staphylococcus aureus,PA,Overall,Ciprofloxacin,46.0
2022,Staphylococcus aureus,PA,Overall,TMP-SMX,10.0
2022,Staphylococcus aureus,PA,Overall,Clindamycin,16.0
2022,Staphylococcus aureus,PA,Overall,Erythromycin,54.0
2022,Staphylococcus aureus,PA,Overall,Linezolid,0.0
2022,Staphylococcus aureus,PA,Overall,Teicoplanin,1.0
2022,Staphylococcus aureus,PA,Overall,Doxycycline,3.0
2022,Staphylococcus aureus,PA,Overall,Vancomycin,0.0
2022,Staphylococcus aureus,OSBF,Overall,Cefoxitin (MRSA),31.0
2022,Staphylococcus aureus,OSBF,Overall,Gentamicin,19.0
2022,Staphylococcus aureus,OSBF,Overall,Ciprofloxacin,57.0
2022,Staphylococcus aureus,OSBF,Overall,TMP-SMX,7.0
2022,Staphylococcus aureus,OSBF,Overall,Clindamycin,19.0
2022,Staphylococcus aureus,OSBF,Overall,Erythromycin,62.0
2022,Staphylococcus aureus,OSBF,Overall,Linezolid,0.0
2022,Staphylococcus aureus,OSBF,Overall,Doxycycline,3.0
2022,Staphylococcus aureus,All Specimens,Overall,Cefoxitin (MRSA),27.0
2022,Staphylococcus aureus,Blood,ICU,Cefoxitin (MRSA),17.0
2022,Staphylococcus aureus,Blood,IPD,Cefoxitin (MRSA),40.0
2022,Staphylococcus aureus,Blood,OPD,Cefoxitin (MRSA),33.0
2022,Staphylococcus aureus,Blood,ICU,Amikacin,0.0
2022,Staphylococcus aureus,Blood,IPD,Amikacin,0.0
2022,Staphylococcus aureus,Blood,OPD,Amikacin,5.0
2022,Staphylococcus aureus,Blood,ICU,Gentamicin,11.0
2022,Staphylococcus aureus,Blood,IPD,Gentamicin,23.0
2022,Staphylococcus aureus,Blood,OPD,Gentamicin,24.0
2022,Staphylococcus aureus,Blood,ICU,Ciprofloxacin,14.0
2022,Staphylococcus aureus,Blood,IPD,Ciprofloxacin,43.0
2022,Staphylococcus aureus,Blood,OPD,Ciprofloxacin,41.0
2022,Staphylococcus aureus,Blood,ICU,TMP-SMX,4.0
2022,Staphylococcus aureus,Blood,IPD,TMP-SMX,20.0
2022,Staphylococcus aureus,Blood,OPD,TMP-SMX,25.0
2022,Staphylococcus aureus,Blood,ICU,Clindamycin,18.0
2022,Staphylococcus aureus,Blood,IPD,Clindamycin,28.0
2022,Staphylococcus aureus,Blood,OPD,Clindamycin,25.0
2022,Staphylococcus aureus,Blood,ICU,Erythromycin,67.0
2022,Staphylococcus aureus,Blood,IPD,Erythromycin,69.0
2022,Staphylococcus aureus,Blood,OPD,Erythromycin,69.0
2022,Staphylococcus aureus,Blood,ICU,Linezolid,6.0
2022,Staphylococcus aureus,Blood,IPD,Linezolid,0.0
2022,Staphylococcus aureus,Blood,OPD,Linezolid,0.0
2022,Staphylococcus aureus,Blood,ICU,Teicoplanin,0.0
2022,Staphylococcus aureus,Blood,IPD,Teicoplanin,0.0
2022,Staphylococcus aureus,Blood,OPD,Teicoplanin,0.0
2022,Staphylococcus aureus,Blood,ICU,Doxycycline,0.0
2022,Staphylococcus aureus,Blood,IPD,Doxycycline,2.0
2022,Staphylococcus aureus,Blood,OPD,Doxycycline,0.0
2022,Staphylococcus aureus,Blood,ICU,Vancomycin,0.0
2022,Staphylococcus aureus,Blood,IPD,Vancomycin,0.0
2022,Staphylococcus aureus,Blood,OPD,Vancomycin,0.0
2022,Staphylococcus aureus,All Specimens,ICU,Cefoxitin (MRSA),17.0
2022,Staphylococcus aureus,All Specimens,IPD,Cefoxitin (MRSA),40.0
2022,Staphylococcus aureus,All Specimens,OPD,Cefoxitin (MRSA),33.0
2022,Enterococcus spp.,Blood,Overall,Ampicillin,51.0
2022,Enterococcus spp.,Blood,Overall,Gentamicin-High Level,42.0
2022,Enterococcus spp.,Blood,Overall,Erythromycin,74.0
2022,Enterococcus spp.,Blood,Overall,Linezolid,1.0
2022,Enterococcus spp.,Blood,Overall,Vancomycin,2.0
2022,Enterococcus spp.,Blood,Overall,Teicoplanin,5.0
2022,Enterococcus spp.,Blood,Overall,Doxycycline,55.0
2022,Enterococcus spp.,PA,Overall,Ampicillin,18.0
2022,Enterococcus spp.,PA,Overall,Gentamicin-High Level,19.0
2022,Enterococcus spp.,PA,Overall,Erythromycin,68.0
2022,Enterococcus spp.,PA,Overall,Linezolid,1.0
2022,Enterococcus spp.,PA,Overall,Vancomycin,1.0
2022,Enterococcus spp.,PA,Overall,Teicoplanin,3.0
2022,Enterococcus spp.,PA,Overall,Doxycycline,33.0
2022,Enterococcus spp.,OSBF,Overall,Ampicillin,42.0
2022,Enterococcus spp.,OSBF,Overall,Gentamicin-High Level,21.0
2022,Enterococcus spp.,OSBF,Overall,Erythromycin,63.0
2022,Enterococcus spp.,OSBF,Overall,Linezolid,1.0
2022,Enterococcus spp.,OSBF,Overall,Vancomycin,2.0
2022,Enterococcus spp.,OSBF,Overall,Teicoplanin,0.0
2022,Enterococcus spp.,OSBF,Overall,Doxycycline,63.0
2022,Enterococcus spp.,Urine,Overall,Ampicillin,33.0
2022,Enterococcus spp.,Urine,Overall,Gentamicin-High Level,34.0
2022,Enterococcus spp.,Urine,Overall,Ciprofloxacin,68.0
2022,Enterococcus spp.,Urine,Overall,Linezolid,1.0
2022,Enterococcus spp.,Urine,Overall,Vancomycin,5.0
2022,Enterococcus spp.,Urine,Overall,Teicoplanin,4.0
2022,Enterococcus spp.,Urine,Overall,Fosfomycin,6.0
2022,Enterococcus spp.,Urine,Overall,Tetracycline,72.0
2022,Enterococcus spp.,Urine,Overall,Nitrofurantoin,23.0
2022,Enterococcus spp.,All Specimens,Overall,Vancomycin (VRE),3.0
2022,Enterococcus spp.,Blood,ICU,Ampicillin,48.0
2022,Enterococcus spp.,Blood,IPD,Ampicillin,54.0
2022,Enterococcus spp.,Blood,OPD,Ampicillin,40.0
2022,Enterococcus spp.,Blood,ICU,Gentamicin-High Level,40.0
2022,Enterococcus spp.,Blood,IPD,Gentamicin-High Level,45.0
2022,Enterococcus spp.,Blood,OPD,Gentamicin-High Level,29.0
2022,Enterococcus spp.,Blood,ICU,Erythromycin,71.0
2022,Enterococcus spp.,Blood,IPD,Erythromycin,78.0
2022,Enterococcus spp.,Blood,OPD,Erythromycin,75.0
2022,Enterococcus spp.,Blood,ICU,Linezolid,2.0
2022,Enterococcus spp.,Blood,IPD,Linezolid,0.0
2022,Enterococcus spp.,Blood,OPD,Linezolid,11.0
2022,Enterococcus spp.,Blood,ICU,Vancomycin,3.0
2022,Enterococcus spp.,Blood,IPD,Vancomycin,1.0
2022,Enterococcus spp.,Blood,OPD,Vancomycin,6.0
2022,Enterococcus spp.,Blood,ICU,Teicoplanin,4.0
2022,Enterococcus spp.,Blood,IPD,Teicoplanin,6.0
2022,Enterococcus spp.,Blood,OPD,Teicoplanin,0.0
2022,Enterococcus spp.,Blood,ICU,Doxycycline,42.0
2022,Enterococcus spp.,Blood,IPD,Doxycycline,67.0
2022,Enterococcus spp.,Blood,OPD,Doxycycline,40.0
2022,Escherichia coli,Blood,Overall,Ampicillin,88.0
2022,Escherichia coli,Blood,Overall,Amoxicillin-Clavulanic acid,33.0
2022,Escherichia coli,Blood,Overall,Cefoperazone-Sulbactam,5.0
2022,Escherichia coli,Blood,Overall,Piperacillin-Tazobactam,24.0
2022,Escherichia coli,Blood,Overall,Cefuroxime,68.0
2022,Escherichia coli,Blood,Overall,Ceftriaxone,67.0
2022,Escherichia coli,Blood,Overall,Cefotaxime,62.0
2022,Escherichia coli,Blood,Overall,Cefepime,47.0
2022,Escherichia coli,Blood,Overall,Ertapenem,8.0
2022,Escherichia coli,Blood,Overall,Imipenem,9.0
2022,Escherichia coli,Blood,Overall,Meropenem,10.0
2022,Escherichia coli,Blood,Overall,Amikacin,11.0
2022,Escherichia coli,Blood,Overall,Gentamicin,27.0
2022,Escherichia coli,Blood,Overall,Ciprofloxacin,63.0
2022,Escherichia coli,Blood,Overall,TMP-SMX,49.0
2022,Escherichia coli,Blood,Overall,Colistin,0.0
2022,Escherichia coli,PA,Overall,Ampicillin,89.0
2022,Escherichia coli,PA,Overall,Amoxicillin-Clavulanic acid,30.0
2022,Escherichia coli,PA,Overall,Cefoperazone-Sulbactam,3.0
2022,Escherichia coli,PA,Overall,Piperacillin-Tazobactam,24.0
2022,Escherichia coli,PA,Overall,Cefuroxime,69.0
2022,Escherichia coli,PA,Overall,Ceftriaxone,66.0
2022,Escherichia coli,PA,Overall,Cefotaxime,64.0
2022,Escherichia coli,PA,Overall,Cefepime,50.0
2022,Escherichia coli,PA,Overall,Ertapenem,9.0
2022,Escherichia coli,PA,Overall,Imipenem,13.0
2022,Escherichia coli,PA,Overall,Meropenem,10.0
2022,Escherichia coli,PA,Overall,Amikacin,14.0
2022,Escherichia coli,PA,Overall,Gentamicin,30.0
2022,Escherichia coli,PA,Overall,Ciprofloxacin,64.0
2022,Escherichia coli,PA,Overall,TMP-SMX,44.0
2022,Escherichia coli,PA,Overall,Colistin,0.0
2022,Escherichia coli,OSBF,Overall,Ampicillin,80.0
2022,Escherichia coli,OSBF,Overall,Amoxicillin-Clavulanic acid,35.0
2022,Escherichia coli,OSBF,Overall,Cefoperazone-Sulbactam,5.0
2022,Escherichia coli,OSBF,Overall,Piperacillin-Tazobactam,21.0
2022,Escherichia coli,OSBF,Overall,Cefuroxime,63.0
2022,Escherichia coli,OSBF,Overall,Ceftriaxone,56.0
2022,Escherichia coli,OSBF,Overall,Cefotaxime,64.0
2022,Escherichia coli,OSBF,Overall,Cefepime,44.0
2022,Escherichia coli,OSBF,Overall,Ertapenem,18.0
2022,Escherichia coli,OSBF,Overall,Imipenem,16.0
2022,Escherichia coli,OSBF,Overall,Meropenem,7.0
2022,Escherichia coli,OSBF,Overall,Amikacin,10.0
2022,Escherichia coli,OSBF,Overall,Gentamicin,24.0
2022,Escherichia coli,OSBF,Overall,Ciprofloxacin,66.0
2022,Escherichia coli,OSBF,Overall,TMP-SMX,41.0
2022,Escherichia coli,OSBF,Overall,Colistin,0.0
2022,Escherichia coli,Urine,Overall,Ampicillin,84.0
2022,Escherichia coli,Urine,Overall,Amoxicillin-Clavulanic acid,22.0
2022,Escherichia coli,Urine,Overall,Cefoperazone-Sulbactam,4.0
2022,Escherichia coli,Urine,Overall,Piperacillin-Tazobactam,16.0
2022,Escherichia coli,Urine,Overall,Cefuroxime,62.0
2022,Escherichia coli,Urine,Overall,Ceftriaxone,63.0
2022,Escherichia coli,Urine,Overall,Cefotaxime,62.0
2022,Escherichia coli,Urine,Overall,Cefepime,46.0
2022,Escherichia coli,Urine,Overall,Ertapenem,5.0
2022,Escherichia coli,Urine,Overall,Imipenem,11.0
2022,Escherichia coli,Urine,Overall,Meropenem,10.0
2022,Escherichia coli,Urine,Overall,Amikacin,8.0
2022,Escherichia coli,Urine,Overall,Gentamicin,21.0
2022,Escherichia coli,Urine,Overall,Ciprofloxacin,58.0
2022,Escherichia coli,Urine,Overall,TMP-SMX,45.0
2022,Escherichia coli,Urine,Overall,Colistin,0.0
2022,Escherichia coli,Urine,Overall,Fosfomycin,0.0
2022,Escherichia coli,Urine,Overall,Nitrofurantoin,9.0
2022,Escherichia coli,All Specimens,Overall,Carbapenem (Overall),10.0
2022,Escherichia coli,Blood,ICU,Ampicillin,95.0
2022,Escherichia coli,Blood,IPD,Ampicillin,87.0
2022,Escherichia coli,Blood,OPD,Ampicillin,87.0
2022,Escherichia coli,Blood,ICU,Amoxicillin-Clavulanic acid,39.0
2022,Escherichia coli,Blood,IPD,Amoxicillin-Clavulanic acid,30.0
2022,Escherichia coli,Blood,OPD,Amoxicillin-Clavulanic acid,40.0
2022,Escherichia coli,Blood,ICU,Cefoperazone-Sulbactam,0.0
2022,Escherichia coli,Blood,IPD,Cefoperazone-Sulbactam,4.0
2022,Escherichia coli,Blood,OPD,Cefoperazone-Sulbactam,8.0
2022,Escherichia coli,Blood,ICU,Piperacillin-Tazobactam,22.0
2022,Escherichia coli,Blood,IPD,Piperacillin-Tazobactam,23.0
2022,Escherichia coli,Blood,OPD,Piperacillin-Tazobactam,25.0
2022,Escherichia coli,Blood,ICU,Cefuroxime,77.0
2022,Escherichia coli,Blood,IPD,Cefuroxime,70.0
2022,Escherichia coli,Blood,OPD,Cefuroxime,60.0
2022,Escherichia coli,Blood,ICU,Ceftriaxone,77.0
2022,Escherichia coli,Blood,IPD,Ceftriaxone,70.0
2022,Escherichia coli,Blood,OPD,Ceftriaxone,60.0
2022,Escherichia coli,Blood,ICU,Cefotaxime,62.0
2022,Escherichia coli,Blood,IPD,Cefotaxime,67.0
2022,Escherichia coli,Blood,OPD,Cefotaxime,67.0
2022,Escherichia coli,Blood,ICU,Cefepime,65.0
2022,Escherichia coli,Blood,IPD,Cefepime,64.0
2022,Escherichia coli,Blood,OPD,Cefepime,56.0
2022,Escherichia coli,Blood,ICU,Ertapenem,44.0
2022,Escherichia coli,Blood,IPD,Ertapenem,48.0
2022,Escherichia coli,Blood,OPD,Ertapenem,45.0
2022,Escherichia coli,Blood,ICU,Imipenem,16.0
2022,Escherichia coli,Blood,IPD,Imipenem,3.0
2022,Escherichia coli,Blood,OPD,Imipenem,3.0
2022,Escherichia coli,Blood,ICU,Meropenem,2.0
2022,Escherichia coli,Blood,IPD,Meropenem,8.0
2022,Escherichia coli,Blood,OPD,Meropenem,2.0
2022,Escherichia coli,Blood,ICU,Amikacin,5.0
2022,Escherichia coli,Blood,IPD,Amikacin,9.0
2022,Escherichia coli,Blood,OPD,Amikacin,5.0
2022,Escherichia coli,Blood,ICU,Gentamicin,3.0
2022,Escherichia coli,Blood,IPD,Gentamicin,11.0
2022,Escherichia coli,Blood,OPD,Gentamicin,3.0
2022,Escherichia coli,Blood,ICU,Ciprofloxacin,54.0
2022,Escherichia coli,Blood,IPD,Ciprofloxacin,55.0
2022,Escherichia coli,Blood,OPD,Ciprofloxacin,31.0
2022,Escherichia coli,Blood,ICU,TMP-SMX,52.0
2022,Escherichia coli,Blood,IPD,TMP-SMX,67.0
2022,Escherichia coli,Blood,OPD,TMP-SMX,53.0
2022,Escherichia coli,Blood,ICU,Colistin,0.0
2022,Escherichia coli,Blood,IPD,Colistin,0.0
2022,Escherichia coli,Blood,OPD,Colistin,0.0
2022,Klebsiella spp.,Blood,Overall,Amoxicillin-Clavulanic acid,52.0
2022,Klebsiella spp.,Blood,Overall,Cefoperazone-Sulbactam,15.0
2022,Klebsiella spp.,Blood,Overall,Piperacillin-Tazobactam,56.0
2022,Klebsiella spp.,Blood,Overall,Cefuroxime,72.0
2022,Klebsiella spp.,Blood,Overall,Ceftriaxone,71.0
2022,Klebsiella spp.,Blood,Overall,Cefotaxime,73.0
2022,Klebsiella spp.,Blood,Overall,Cefepime,63.0
2022,Klebsiella spp.,Blood,Overall,Ertapenem,37.0
2022,Klebsiella spp.,Blood,Overall,Imipenem,44.0
2022,Klebsiella spp.,Blood,Overall,Meropenem,43.0
2022,Klebsiella spp.,Blood,Overall,Amikacin,34.0
2022,Klebsiella spp.,Blood,Overall,Gentamicin,50.0
2022,Klebsiella spp.,Blood,Overall,Ciprofloxacin,70.0
2022,Klebsiella spp.,Blood,Overall,TMP-SMX,51.0
2022,Klebsiella spp.,Blood,Overall,Colistin,3.0
2022,Klebsiella spp.,Blood,Overall,Doxycycline,69.0
2022,Klebsiella spp.,Blood,Overall,Tigecycline,13.0
2022,Klebsiella spp.,PA,Overall,Amoxicillin-Clavulanic acid,43.0
2022,Klebsiella spp.,PA,Overall,Cefoperazone-Sulbactam,8.0
2022,Klebsiella spp.,PA,Overall,Piperacillin-Tazobactam,45.0
2022,Klebsiella spp.,PA,Overall,Cefuroxime,65.0
2022,Klebsiella spp.,PA,Overall,Ceftriaxone,59.0
2022,Klebsiella spp.,PA,Overall,Cefotaxime,62.0
2022,Klebsiella spp.,PA,Overall,Cefepime,57.0
2022,Klebsiella spp.,PA,Overall,Ertapenem,28.0
2022,Klebsiella spp.,PA,Overall,Imipenem,35.0
2022,Klebsiella spp.,PA,Overall,Meropenem,33.0
2022,Klebsiella spp.,PA,Overall,Amikacin,30.0
2022,Klebsiella spp.,PA,Overall,Gentamicin,39.0
2022,Klebsiella spp.,PA,Overall,Ciprofloxacin,60.0
2022,Klebsiella spp.,PA,Overall,TMP-SMX,46.0
2022,Klebsiella spp.,PA,Overall,Colistin,0.0
2022,Klebsiella spp.,PA,Overall,Doxycycline,39.0
2022,Klebsiella spp.,PA,Overall,Tigecycline,2.0
2022,Klebsiella spp.,OSBF,Overall,Amoxicillin-Clavulanic acid,42.0
2022,Klebsiella spp.,OSBF,Overall,Cefoperazone-Sulbactam,13.0
2022,Klebsiella spp.,OSBF,Overall,Piperacillin-Tazobactam,39.0
2022,Klebsiella spp.,OSBF,Overall,Cefuroxime,58.0
2022,Klebsiella spp.,OSBF,Overall,Ceftriaxone,53.0
2022,Klebsiella spp.,OSBF,Overall,Cefotaxime,57.0
2022,Klebsiella spp.,OSBF,Overall,Cefepime,49.0
2022,Klebsiella spp.,OSBF,Overall,Ertapenem,22.0
2022,Klebsiella spp.,OSBF,Overall,Imipenem,34.0
2022,Klebsiella spp.,OSBF,Overall,Meropenem,27.0
2022,Klebsiella spp.,OSBF,Overall,Amikacin,23.0
2022,Klebsiella spp.,OSBF,Overall,Gentamicin,32.0
2022,Klebsiella spp.,OSBF,Overall,Ciprofloxacin,55.0
2022,Klebsiella spp.,OSBF,Overall,TMP-SMX,36.0
2022,Klebsiella spp.,OSBF,Overall,Colistin,0.0
2022,Klebsiella spp.,OSBF,Overall,Doxycycline,27.0
2022,Klebsiella spp.,OSBF,Overall,Tigecycline,5.0
2022,Klebsiella spp.,Urine,Overall,Amoxicillin-Clavulanic acid,38.0
2022,Klebsiella spp.,Urine,Overall,Cefoperazone-Sulbactam,11.0
2022,Klebsiella spp.,Urine,Overall,Piperacillin-Tazobactam,34.0
2022,Klebsiella spp.,Urine,Overall,Cefuroxime,56.0
2022,Klebsiella spp.,Urine,Overall,Ceftriaxone,54.0
2022,Klebsiella spp.,Urine,Overall,Cefotaxime,55.0
2022,Klebsiella spp.,Urine,Overall,Cefepime,45.0
2022,Klebsiella spp.,Urine,Overall,Ertapenem,18.0
2022,Klebsiella spp.,Urine,Overall,Imipenem,23.0
2022,Klebsiella spp.,Urine,Overall,Meropenem,23.0
2022,Klebsiella spp.,Urine,Overall,Amikacin,19.0
2022,Klebsiella spp.,Urine,Overall,Gentamicin,26.0
2022,Klebsiella spp.,Urine,Overall,Ciprofloxacin,54.0
2022,Klebsiella spp.,Urine,Overall,TMP-SMX,41.0
2022,Klebsiella spp.,Urine,Overall,Colistin,1.0
2022,Klebsiella spp.,Urine,Overall,Nitrofurantoin,43.0
2022,Klebsiella spp.,Blood,ICU,Amoxicillin-Clavulanic acid,23.0
2022,Klebsiella spp.,Blood,IPD,Amoxicillin-Clavulanic acid,53.0
2022,Klebsiella spp.,Blood,OPD,Amoxicillin-Clavulanic acid,90.0
2022,Klebsiella spp.,Blood,ICU,Cefoperazone-Sulbactam,4.0
2022,Klebsiella spp.,Blood,IPD,Cefoperazone-Sulbactam,21.0
2022,Klebsiella spp.,Blood,OPD,Cefoperazone-Sulbactam,12.0
2022,Klebsiella spp.,Blood,ICU,Piperacillin-Tazobactam,50.0
2022,Klebsiella spp.,Blood,IPD,Piperacillin-Tazobactam,57.0
2022,Klebsiella spp.,Blood,OPD,Piperacillin-Tazobactam,62.0
2022,Klebsiella spp.,Blood,ICU,Cefuroxime,64.0
2022,Klebsiella spp.,Blood,IPD,Cefuroxime,79.0
2022,Klebsiella spp.,Blood,OPD,Cefuroxime,0.0
2022,Klebsiella spp.,Blood,ICU,Ceftriaxone,64.0
2022,Klebsiella spp.,Blood,IPD,Ceftriaxone,79.0
2022,Klebsiella spp.,Blood,OPD,Ceftriaxone,75.0
2022,Klebsiella spp.,Blood,ICU,Cefotaxime,59.0
2022,Klebsiella spp.,Blood,IPD,Cefotaxime,82.0
2022,Klebsiella spp.,Blood,OPD,Cefotaxime,75.0
2022,Klebsiella spp.,Blood,ICU,Cefepime,67.0
2022,Klebsiella spp.,Blood,IPD,Cefepime,82.0
2022,Klebsiella spp.,Blood,OPD,Cefepime,77.0
2022,Klebsiella spp.,Blood,ICU,Ertapenem,37.0
2022,Klebsiella spp.,Blood,IPD,Ertapenem,36.0
2022,Klebsiella spp.,Blood,OPD,Ertapenem,36.0
2022,Klebsiella spp.,Blood,ICU,Imipenem,40.0
2022,Klebsiella spp.,Blood,IPD,Imipenem,52.0
2022,Klebsiella spp.,Blood,OPD,Imipenem,39.0
2022,Klebsiella spp.,Blood,ICU,Meropenem,47.0
2022,Klebsiella spp.,Blood,IPD,Meropenem,52.0
2022,Klebsiella spp.,Blood,OPD,Meropenem,47.0
2022,Klebsiella spp.,Blood,ICU,Amikacin,33.0
