Year,Pathogen,Specimen,Location,Antibiotic,Resistance_Percentage
2023,Escherichia coli,Blood,ICU,Cefotaxime,74.0
2023,Escherichia coli,Blood,ICU,Cefepime,55.0
2023,Escherichia coli,Blood,ICU,Ertapenem,14.0
2023,Escherichia coli,Blood,ICU,Imipenem,11.0
2023,Escherichia coli,Blood,ICU,Meropenem,11.0
2023,Escherichia coli,Blood,ICU,Amikacin,13.0
2023,Escherichia coli,Blood,ICU,Gentamicin,28.0
2023,Escherichia coli,Blood,ICU,Ciprofloxacin,63.0
2023,Escherichia coli,Blood,ICU,Co-trimoxazole,41.0
2023,Escherichia coli,Blood,ICU,Colistin,0.0
2023,Escherichia coli,Blood,ICU,Cefuroxime,71.0
2023,Escherichia coli,Blood,IPD,Ampicillin,87.0
2023,Escherichia coli,Blood,IPD,Amoxicillin/Clavulanic acid,33.0
2023,Escherichia coli,Blood,IPD,Piperacillin/Tazobactam,22.0
2023,Escherichia coli,Blood,IPD,Ceftriaxone,68.0
2023,Escherichia coli,Blood,IPD,Cefotaxime,69.0
2023,Escherichia coli,Blood,IPD,Cefepime,53.0
2023,Escherichia coli,Blood,IPD,Ertapenem,12.0
2023,Escherichia coli,Blood,IPD,Imipenem,12.0
2023,Escherichia coli,Blood,IPD,Meropenem,11.0
2023,Escherichia coli,Blood,IPD,Amikacin,16.0
2023,Escherichia coli,Blood,IPD,Gentamicin,31.0
2023,Escherichia coli,Blood,IPD,Ciprofloxacin,70.0
2023,Escherichia coli,Blood,IPD,Co-trimoxazole,52.0
2023,Escherichia coli,Blood,IPD,Colistin,0.5
2023,Escherichia coli,Blood,IPD,Cefuroxime,73.0
2023,Escherichia coli,Blood,OPD,Ampicillin,76.0
2023,Escherichia coli,Blood,OPD,Amoxicillin/Clavulanic acid,29.0
2023,Escherichia coli,Blood,OPD,Piperacillin/Tazobactam,15.0
2023,Escherichia coli,Blood,OPD,Ceftriaxone,60.0
2023,Escherichia coli,Blood,OPD,Cefotaxime,65.0
2023,Escherichia coli,Blood,OPD,Cefepime,50.0
2023,Escherichia coli,Blood,OPD,Ertapenem,4.0
2023,Escherichia coli,Blood,OPD,Imipenem,6.0
2023,Escherichia coli,Blood,OPD,Meropenem,8.0
2023,Escherichia coli,Blood,OPD,Amikacin,18.0
2023,Escherichia coli,Blood,OPD,Gentamicin,25.0
2023,Escherichia coli,Blood,OPD,Ciprofloxacin,54.0
2023,Escherichia coli,Blood,OPD,Co-trimoxazole,35.0
2023,Escherichia coli,Blood,OPD,Colistin,0.0
2023,Escherichia coli,Blood,OPD,Cefuroxime,67.0
2023,Klebsiella species,Blood,Overall,Co-amoxyclav,54.0
2023,Klebsiella species,Blood,Overall,Piperacillin/Tazobactam,56.0
2023,Klebsiella species,Blood,Overall,Cefuroxime,69.0
2023,Klebsiella species,Blood,Overall,Ceftriaxone,69.0
2023,Klebsiella species,Blood,Overall,Cefotaxime,74.0
2023,Klebsiella species,Blood,Overall,Cefepime,64.0
2023,Klebsiella species,Blood,Overall,Ertapenem,42.0
2023,Klebsiella species,Blood,Overall,Imipenem,41.0
2023,Klebsiella species,Blood,Overall,Meropenem,43.0
2023,Klebsiella species,Blood,Overall,Amikacin,47.0
2023,Klebsiella species,Blood,Overall,Gentamicin,49.0
2023,Klebsiella species,Blood,Overall,Ciprofloxacin,66.0
2023,Klebsiella species,Blood,Overall,Co-trimoxazole,53.0
2023,Klebsiella species,Blood,Overall,Colistin,2.0
2023,Klebsiella species,Blood,Overall,Doxycycline,18.0
2023,Klebsiella species,Pus Aspirate,Overall,Co-amoxyclav,52.0
2023,Klebsiella species,Pus Aspirate,Overall,Piperacillin/Tazobactam,45.0
2023,Klebsiella species,Pus Aspirate,Overall,Cefuroxime,67.0
2023,Klebsiella species,Pus Aspirate,Overall,Ceftriaxone,62.0
2023,Klebsiella species,Pus Aspirate,Overall,Cefotaxime,64.0
2023,Klebsiella species,Pus Aspirate,Overall,Cefepime,56.0
2023,Klebsiella species,Pus Aspirate,Overall,Ertapenem,38.0
2023,Klebsiella species,Pus Aspirate,Overall,Imipenem,35.0
2023,Klebsiella species,Pus Aspirate,Overall,Meropenem,34.0
2023,Klebsiella species,Pus Aspirate,Overall,Amikacin,36.0
2023,Klebsiella species,Pus Aspirate,Overall,Gentamicin,41.0
2023,Klebsiella species,Pus Aspirate,Overall,Ciprofloxacin,62.0
2023,Klebsiella species,Pus Aspirate,Overall,Co-trimoxazole,49.0
2023,Klebsiella species,Pus Aspirate,Overall,Colistin,0.24
2023,Klebsiella species,OSBF,Overall,Co-amoxyclav,38.0
2023,Klebsiella species,OSBF,Overall,Piperacillin/Tazobactam,48.0
2023,Klebsiella species,OSBF,Overall,Cefuroxime,71.0
2023,Klebsiella species,OSBF,Overall,Ceftriaxone,64.0
2023,Klebsiella species,OSBF,Overall,Cefotaxime,66.0
2023,Klebsiella species,OSBF,Overall,Cefepime,53.0
2023,Klebsiella species,OSBF,Overall,Ertapenem,32.0
2023,Klebsiella species,OSBF,Overall,Imipenem,41.0
2023,Klebsiella species,OSBF,Overall,Meropenem,38.0
2023,Klebsiella species,OSBF,Overall,Amikacin,33.0
2023,Klebsiella species,OSBF,Overall,Gentamicin,40.0
2023,Klebsiella species,OSBF,Overall,Ciprofloxacin,58.0
2023,Klebsiella species,OSBF,Overall,Co-trimoxazole,48.0
2023,Klebsiella species,OSBF,Overall,Colistin,0.68
2023,Klebsiella species,Urine,Overall,Co-amoxyclav,40.0
2023,Klebsiella species,Urine,Overall,Piperacillin/Tazobactam,35.0
2023,Klebsiella species,Urine,Overall,Cefuroxime,57.0
2023,Klebsiella species,Urine,Overall,Ceftriaxone,55.0
2023,Klebsiella species,Urine,Overall,Cefotaxime,56.0
2023,Klebsiella species,Urine,Overall,Cefepime,45.0
2023,Klebsiella species,Urine,Overall,Ertapenem,24.0
2023,Klebsiella species,Urine,Overall,Imipenem,23.0
2023,Klebsiella species,Urine,Overall,Meropenem,24.0
2023,Klebsiella species,Urine,Overall,Amikacin,28.0
2023,Klebsiella species,Urine,Overall,Gentamicin,29.0
2023,Klebsiella species,Urine,Overall,Ciprofloxacin,53.0
2023,Klebsiella species,Urine,Overall,Co-trimoxazole,41.0
2023,Klebsiella species,Urine,Overall,Colistin,0.32
2023,Klebsiella species,Urine,Overall,Nitrofurantoin,47.0
2023,Klebsiella species,Blood,Overall,ESBL,74.0
2023,Klebsiella species,Blood,ICU,Amoxicillin/Clavulanic acid,65.0
2023,Klebsiella species,Blood,ICU,Piperacillin/Tazobactam,63.0
2023,Klebsiella species,Blood,ICU,Ceftriaxone,78.0
2023,Klebsiella species,Blood,ICU,Cefotaxime,79.0
2023,Klebsiella species,Blood,ICU,Cefepime,76.0
2023,Klebsiella species,Blood,ICU,Ertapenem,50.0
2023,Klebsiella species,Blood,ICU,Imipenem,48.0
2023,Klebsiella species,Blood,ICU,Meropenem,49.0
2023,Klebsiella species,Blood,ICU,Amikacin,56.0
2023,Klebsiella species,Blood,ICU,Gentamicin,55.0
2023,Klebsiella species,Blood,ICU,Ciprofloxacin,72.0
2023,Klebsiella species,Blood,ICU,Co-trimoxazole,61.0
2023,Klebsiella species,Blood,ICU,Colistin,2.0
2023,Klebsiella species,Blood,ICU,Doxycycline,23.0
2023,Klebsiella species,Blood,ICU,Cefuroxime,79.0
2023,Klebsiella species,Blood,IPD,Amoxicillin/Clavulanic acid,47.0
2023,Klebsiella species,Blood,IPD,Piperacillin/Tazobactam,55.0
2023,Klebsiella species,Blood,IPD,Ceftriaxone,64.0
2023,Klebsiella species,Blood,IPD,Cefotaxime,72.0
2023,Klebsiella species,Blood,IPD,Cefepime,59.0
2023,Klebsiella species,Blood,IPD,Ertapenem,38.0
2023,Klebsiella species,Blood,IPD,Imipenem,38.0
2023,Klebsiella species,Blood,IPD,Meropenem,41.0
2023,Klebsiella species,Blood,IPD,Amikacin,43.0
2023,Klebsiella species,Blood,IPD,Gentamicin,47.0
2023,Klebsiella species,Blood,IPD,Ciprofloxacin,66.0
2023,Klebsiella species,Blood,IPD,Co-trimoxazole,48.0
2023,Klebsiella species,Blood,IPD,Colistin,2.0
2023,Klebsiella species,Blood,IPD,Doxycycline,19.0
2023,Klebsiella species,Blood,IPD,Cefuroxime,64.0
2023,Klebsiella species,Blood,OPD,Amoxicillin/Clavulanic acid,40.0
2023,Klebsiella species,Blood,OPD,Piperacillin/Tazobactam,35.0
2023,Klebsiella species,Blood,OPD,Ceftriaxone,46.0
2023,Klebsiella species,Blood,OPD,Cefotaxime,47.0
2023,Klebsiella species,Blood,OPD,Cefepime,40.0
2023,Klebsiella species,Blood,OPD,Ertapenem,30.0
2023,Klebsiella species,Blood,OPD,Imipenem,26.0
2023,Klebsiella species,Blood,OPD,Meropenem,27.0
2023,Klebsiella species,Blood,OPD,Amikacin,29.0
2023,Klebsiella species,Blood,OPD,Gentamicin,32.0
2023,Klebsiella species,Blood,OPD,Ciprofloxacin,44.0
2023,Klebsiella species,Blood,OPD,Co-trimoxazole,36.0
2023,Klebsiella species,Blood,OPD,Colistin,0.0
2023,Klebsiella species,Blood,OPD,Doxycycline,7.0
2023,Klebsiella species,Blood,OPD,Cefuroxime,50.0
2023,Salmonella Typhi,Blood,Overall,Ampicillin,3.0
2023,Salmonella Typhi,Blood,Overall,Ceftriaxone,0.0
2023,Salmonella Typhi,Blood,Overall,Imipenem,0.0
2023,Salmonella Typhi,Blood,Overall,Ciprofloxacin,61.0
2023,Salmonella Typhi,Blood,Overall,Azithromycin,0.0
2023,Salmonella Typhi,Blood,Overall,Chloramphenicol,0.0
2023,Salmonella Typhi,Blood,Overall,Co-trimoxazole,0.0
2023,Shigella species,Stool,Overall,Ampicillin,42.0
2023,Shigella species,Stool,Overall,Ciprofloxacin,91.0
2023,Shigella species,Stool,Overall,Azithromycin,25.0
2023,Shigella species,Stool,Overall,Co-trimoxazole,25.0
2023,Pseudomonas species,Blood,Overall,Piperacillin/Tazobactam,20.0
2023,Pseudomonas species,Blood,Overall,Ceftazidime,32.0
2023,Pseudomonas species,Blood,Overall,Aztreonam,20.0
2023,Pseudomonas species,Blood,Overall,Imipenem,19.0
2023,Pseudomonas species,Blood,Overall,Meropenem,20.0
2023,Pseudomonas species,Blood,Overall,Amikacin,21.0
2023,Pseudomonas species,Blood,Overall,Gentamicin,27.0
2023,Pseudomonas species,Blood,Overall,Ciprofloxacin,24.0
2023,Pseudomonas species,Blood,Overall,Colistin,0.0
2023,Pseudomonas species,Pus Aspirate,Overall,Piperacillin/Tazobactam,22.0
2023,Pseudomonas species,Pus Aspirate,Overall,Ceftazidime,33.0
2023,Pseudomonas species,Pus Aspirate,Overall,Aztreonam,20.0
2023,Pseudomonas species,Pus Aspirate,Overall,Imipenem,15.0
2023,Pseudomonas species,Pus Aspirate,Overall,Meropenem,13.0
2023,Pseudomonas species,Pus Aspirate,Overall,Amikacin,18.0
2023,Pseudomonas species,Pus Aspirate,Overall,Gentamicin,23.0
2023,Pseudomonas species,Pus Aspirate,Overall,Ciprofloxacin,29.0
2023,Pseudomonas species,Pus Aspirate,Overall,Colistin,0.4
2023,Pseudomonas species,Pus Aspirate,Overall,Netilmicin,24.0
2023,Pseudomonas species,OSBF,Overall,Piperacillin/Tazobactam,32.0
2023,Pseudomonas species,OSBF,Overall,Ceftazidime,38.0
2023,Pseudomonas species,OSBF,Overall,Aztreonam,27.0
2023,Pseudomonas species,OSBF,Overall,Imipenem,41.0
2023,Pseudomonas species,OSBF,Overall,Meropenem,28.0
2023,Pseudomonas species,OSBF,Overall,Amikacin,24.0
2023,Pseudomonas species,OSBF,Overall,Gentamicin,25.0
2023,Pseudomonas species,OSBF,Overall,Ciprofloxacin,32.0
2023,Pseudomonas species,OSBF,Overall,Colistin,0.0
2023,Pseudomonas species,Urine,Overall,Piperacillin/Tazobactam,26.0
2023,Pseudomonas species,Urine,Overall,Ceftazidime,38.0
2023,Pseudomonas species,Urine,Overall,Aztreonam,33.0
2023,Pseudomonas species,Urine,Overall,Imipenem,29.0
2023,Pseudomonas species,Urine,Overall,Meropenem,26.0
2023,Pseudomonas species,Urine,Overall,Amikacin,26.0
2023,Pseudomonas species,Urine,Overall,Gentamicin,27.0
2023,Pseudomonas species,Urine,Overall,Ciprofloxacin,33.0
2023,Pseudomonas species,Urine,Overall,Colistin,0.24
2023,Pseudomonas species,Urine,Overall,Netilmicin,41.0
2023,Pseudomonas species,Blood,ICU,Piperacillin/Tazobactam,34.0
2023,Pseudomonas species,Blood,ICU,Ceftazidime,46.0
2023,Pseudomonas species,Blood,ICU,Aztreonam,32.0
2023,Pseudomonas species,Blood,ICU,Imipenem,28.0
2023,Pseudomonas species,Blood,ICU,Meropenem,27.0
2023,Pseudomonas species,Blood,ICU,Amikacin,26.0
2023,Pseudomonas species,Blood,ICU,Gentamicin,42.0
2023,Pseudomonas species,Blood,ICU,Ciprofloxacin,41.0
2023,Pseudomonas species,Blood,ICU,Colistin,0.0
2023,Pseudomonas species,Blood,IPD,Piperacillin/Tazobactam,16.0
2023,Pseudomonas species,Blood,IPD,Ceftazidime,30.0
2023,Pseudomonas species,Blood,IPD,Aztreonam,24.0
2023,Pseudomonas species,Blood,IPD,Imipenem,18.0
2023,Pseudomonas species,Blood,IPD,Meropenem,19.0
2023,Pseudomonas species,Blood,IPD,Amikacin,23.0
2023,Pseudomonas species,Blood,IPD,Gentamicin,25.0
2023,Pseudomonas species,Blood,IPD,Ciprofloxacin,22.0
2023,Pseudomonas species,Blood,IPD,Colistin,0.0
2023,Pseudomonas species,Blood,OPD,Piperacillin/Tazobactam,12.0
2023,Pseudomonas species,Blood,OPD,Ceftazidime,17.0
2023,Pseudomonas species,Blood,OPD,Aztreonam,0.0
2023,Pseudomonas species,Blood,OPD,Imipenem,6.0
2023,Pseudomonas species,Blood,OPD,Meropenem,6.0
2023,Pseudomonas species,Blood,OPD,Amikacin,8.0
2023,Pseudomonas species,Blood,OPD,Gentamicin,11.0
2023,Pseudomonas species,Blood,OPD,Ciprofloxacin,7.0
2023,Pseudomonas species,Blood,OPD,Colistin,0.0
2023,Acinetobacter species,Blood,Overall,Ampicillin/Sulbactam,45.0
2023,Acinetobacter species,Blood,Overall,Piperacillin/Tazobactam,56.0
2023,Acinetobacter species,Blood,Overall,Ceftazidime,65.0
2023,Acinetobacter species,Blood,Overall,Imipenem,60.0
2023,Acinetobacter species,Blood,Overall,Meropenem,53.0
2023,Acinetobacter species,Blood,Overall,Amikacin,49.0
2023,Acinetobacter species,Blood,Overall,Gentamicin,51.0
2023,Acinetobacter species,Blood,Overall,Ciprofloxacin,52.0
2023,Acinetobacter species,Blood,Overall,Co-trimoxazole,48.0
2023,Acinetobacter species,Blood,Overall,Colistin,0.34
2023,Acinetobacter species,Blood,Overall,Minocycline,34.0
2023,Acinetobacter species,Pus Aspirate,Overall,Ampicillin/Sulbactam,54.0
2023,Acinetobacter species,Pus Aspirate,Overall,Piperacillin/Tazobactam,71.0
2023,Acinetobacter species,Pus Aspirate,Overall,Ceftazidime,75.0
2023,Acinetobacter species,Pus Aspirate,Overall,Imipenem,67.0
2023,Acinetobacter species,Pus Aspirate,Overall,Meropenem,64.0
2023,Acinetobacter species,Pus Aspirate,Overall,Amikacin,60.0
2023,Acinetobacter species,Pus Aspirate,Overall,Gentamicin,67.0
2023,Acinetobacter species,Pus Aspirate,Overall,Ciprofloxacin,74.0
2023,Acinetobacter species,Pus Aspirate,Overall,Co-trimoxazole,60.0
2023,Acinetobacter species,Pus Aspirate,Overall,Colistin,0.24
2023,Acinetobacter species,Pus Aspirate,Overall,Minocycline,40.0
2023,Acinetobacter species,OSBF,Overall,Ampicillin/Sulbactam,73.0
2023,Acinetobacter species,OSBF,Overall,Piperacillin/Tazobactam,67.0
2023,Acinetobacter species,OSBF,Overall,Ceftazidime,67.0
2023,Acinetobacter species,OSBF,Overall,Imipenem,76.0
2023,Acinetobacter species,OSBF,Overall,Meropenem,69.0
2023,Acinetobacter species,OSBF,Overall,Amikacin,57.0
2023,Acinetobacter species,OSBF,Overall,Gentamicin,66.0
2023,Acinetobacter species,OSBF,Overall,Ciprofloxacin,65.0
2023,Acinetobacter species,OSBF,Overall,Co-trimoxazole,54.0
2023,Acinetobacter species,OSBF,Overall,Colistin,1.0
2023,Acinetobacter species,OSBF,Overall,Minocycline,26.0
2023,Acinetobacter species,Urine,Overall,Ampicillin/Sulbactam,28.0
2023,Acinetobacter species,Urine,Overall,Piperacillin/Tazobactam,33.0
2023,Acinetobacter species,Urine,Overall,Ceftazidime,46.0
2023,Acinetobacter species,Urine,Overall,Imipenem,34.0
2023,Acinetobacter species,Urine,Overall,Meropenem,32.0
2023,Acinetobacter species,Urine,Overall,Amikacin,28.0
2023,Acinetobacter species,Urine,Overall,Gentamicin,30.0
2023,Acinetobacter species,Urine,Overall,Ciprofloxacin,35.0
2023,Acinetobacter species,Urine,Overall,Co-trimoxazole,24.0
2023,Acinetobacter species,Urine,Overall,Colistin,0.0
2023,Acinetobacter species,Urine,Overall,Minocycline,9.0
2023,Acinetobacter species,Urine,Overall,Tetracycline,25.0
2023,Acinetobacter species,Blood,ICU,Ampicillin/Sulbactam,62.0
2023,Acinetobacter species,Blood,ICU,Piperacillin/Tazobactam,73.0
2023,Acinetobacter species,Blood,ICU,Ceftazidime,79.0
2023,Acinetobacter species,Blood,ICU,Imipenem,79.0
2023,Acinetobacter species,Blood,ICU,Meropenem,69.0
2023,Acinetobacter species,Blood,ICU,Amikacin,65.0
2023,Acinetobacter species,Blood,ICU,Gentamicin,69.0
2023,Acinetobacter species,Blood,ICU,Ciprofloxacin,72.0
2023,Acinetobacter species,Blood,ICU,Co-trimoxazole,65.0
2023,Acinetobacter species,Blood,ICU,Colistin,0.0
2023,Acinetobacter species,Blood,ICU,Minocycline,48.0
2023,Acinetobacter species,Blood,IPD,Ampicillin/Sulbactam,28.0
2023,Acinetobacter species,Blood,IPD,Piperacillin/Tazobactam,44.0
2023,Acinetobacter species,Blood,IPD,Ceftazidime,52.0
2023,Acinetobacter species,Blood,IPD,Imipenem,46.0
2023,Acinetobacter species,Blood,IPD,Meropenem,41.0
2023,Acinetobacter species,Blood,IPD,Amikacin,39.0
2023,Acinetobacter species,Blood,IPD,Gentamicin,39.0
2023,Acinetobacter species,Blood,IPD,Ciprofloxacin,37.0
2023,Acinetobacter species,Blood,IPD,Co-trimoxazole,37.0
2023,Acinetobacter species,Blood,IPD,Colistin,0.8
2023,Acinetobacter species,Blood,IPD,Minocycline,18.0
2023,Acinetobacter species,Blood,OPD,Ampicillin/Sulbactam,42.0
2023,Acinetobacter species,Blood,OPD,Piperacillin/Tazobactam,43.0
2023,Acinetobacter species,Blood,OPD,Ceftazidime,58.0
2023,Acinetobacter species,Blood,OPD,Imipenem,48.0
2023,Acinetobacter species,Blood,OPD,Meropenem,47.0
2023,Acinetobacter species,Blood,OPD,Amikacin,33.0
2023,Acinetobacter species,Blood,OPD,Gentamicin,39.0
2023,Acinetobacter species,Blood,OPD,Ciprofloxacin,42.0
2023,Acinetobacter species,Blood,OPD,Co-trimoxazole,35.0
2023,Acinetobacter species,Blood,OPD,Colistin,0.0
2023,Acinetobacter species,Blood,OPD,Minocycline,28.0
2018,Acinetobacter species,All Specimens,Overall,ESBL (Trend),43.5
2018,Escherichia coli,All Specimens,Overall,ESBL (Trend),52.9
2018,Klebsiella species,All Specimens,Overall,ESBL (Trend),34.3
2018,Pseudomonas species,All Specimens,Overall,ESBL (Trend),30.0
2019,Acinetobacter species,All Specimens,Overall,ESBL (Trend),53.1
2019,Escherichia coli,All Specimens,Overall,ESBL (Trend),27.4
2019,Klebsiella species,All Specimens,Overall,ESBL (Trend),26.5
2021,Acinetobacter species,All Specimens,Overall,ESBL (Trend),67.0
2021,Escherichia coli,All Specimens,Overall,ESBL (Trend),62.0
2021,Klebsiella species,All Specimens,Overall,ESBL (Trend),63.0
2021,Pseudomonas species,All Specimens,Overall,ESBL (Trend),28.0
2022,Acinetobacter species,All Specimens,Overall,ESBL (Trend),61.8
2022,Escherichia coli,All Specimens,Overall,ESBL (Trend),62.6
2022,Klebsiella species,All Specimens,Overall,ESBL (Trend),59.3
2022,Pseudomonas species,All Specimens,Overall,ESBL (Trend),33.7
2023,Acinetobacter species,All Specimens,Overall,ESBL (Trend),68.7
2023,Escherichia coli,All Specimens,Overall,ESBL (Trend),62.0
2023,Klebsiella species,All Specimens,Overall,ESBL (Trend),60.6
2023,Pseudomonas species,All Specimens,Overall,ESBL (Trend),34.5
2018,Acinetobacter species,All Specimens,Overall,Carbapenem Resistance (Trend),32.0
2018,Escherichia coli,All Specimens,Overall,Carbapenem Resistance (Trend),10.3
2018,Klebsiella species,All Specimens,Overall,Carbapenem Resistance (Trend),19.9
2018,Pseudomonas species,All Specimens,Overall,Carbapenem Resistance (Trend),15.9
2019,Acinetobacter species,All Specimens,Overall,Carbapenem Resistance (Trend),30.0
2019,Escherichia coli,All Specimens,Overall,Carbapenem Resistance (Trend),4.0
2019,Klebsiella species,All Specimens,Overall,Carbapenem Resistance (Trend),16.0
2019,Pseudomonas species,All Specimens,Overall,Carbapenem Resistance (Trend),7.0
2021,Acinetobacter species,All Specimens,Overall,Carbapenem Resistance (Trend),54.0
2021,Escherichia coli,All Specimens,Overall,Carbapenem Resistance (Trend),10.0
2021,Klebsiella species,All Specimens,Overall,Carbapenem Resistance (Trend),32.0
2021,Pseudomonas species,All Specimens,Overall,Carbapenem Resistance (Trend),14.0
2022,Acinetobacter species,All Specimens,Overall,Carbapenem Resistance (Trend),52.0
2022,Escherichia coli,All Specimens,Overall,Carbapenem Resistance (Trend),9.6
2022,Klebsiella species,All Specimens,Overall,Carbapenem Resistance (Trend),29.3
2022,Pseudomonas species,All Specimens,Overall,Carbapenem Resistance (Trend),16.1
2023,Acinetobacter species,All Specimens,Overall,Carbapenem Resistance (Trend),55.0
2023,Escherichia coli,All Specimens,Overall,Carbapenem Resistance (Trend),7.0
2023,Klebsiella species,All Specimens,Overall,Carbapenem Resistance (Trend),29.5
2023,Pseudomonas species,All Specimens,Overall,Carbapenem Resistance (Trend),18.3
2018,Staphylococcus aureus,All Specimens,Overall,MRSA (Trend),36.7
2019,Staphylococcus aureus,All Specimens,Overall,MRSA (Trend),39.0
2021,Staphylococcus aureus,All Specimens,Overall,MRSA (Trend),20.0
2022,Staphylococcus aureus,All Specimens,Overall,MRSA (Trend),27.5
2023,Staphylococcus aureus,All Specimens,Overall,MRSA (Trend),29.8
2018,Enterococcus species,All Specimens,Overall,VRE (Trend),0.6
2019,Enterococcus species,All Specimens,Overall,VRE (Trend),0.3
2021,Enterococcus species,All Specimens,Overall,VRE (Trend),5.0
2022,Enterococcus species,All Specimens,Overall,VRE (Trend),3.3
2023,Enterococcus species,All Specimens,Overall,VRE (Trend),1.8
2024,Staphylococcus aureus,Blood,OPD,Vancomycin,0.0
2024,Staphylococcus aureus,Blood,IPD,Vancomycin,0.0
2024,Staphylococcus aureus,Blood,ICU,Vancomycin,0.0
2024,Staphylococcus aureus,Blood,OPD,Doxycycline,0.0
2024,Staphylococcus aureus,Blood,IPD,Doxycycline,5.2
2024,Staphylococcus aureus,Blood,ICU,Doxycycline,1.4
2024,Staphylococcus aureus,Blood,OPD,Teicoplanin,0.0
2024,Staphylococcus aureus,Blood,IPD,Teicoplanin,1.4
2024,Staphylococcus aureus,Blood,ICU,Teicoplanin,0.0
2024,Staphylococcus aureus,Blood,OPD,Linezolid,0.0
2024,Staphylococcus aureus,Blood,IPD,Linezolid,0.0
2024,Staphylococcus aureus,Blood,ICU,Linezolid,0.0
2024,Staphylococcus aureus,Blood,OPD,Erythromycin,58.7
2024,Staphylococcus aureus,Blood,IPD,Erythromycin,65.9
2024,Staphylococcus aureus,Blood,ICU,Erythromycin,62.7
2024,Staphylococcus aureus,Blood,OPD,Clindamycin,29.3
2024,Staphylococcus aureus,Blood,IPD,Clindamycin,25.5
2024,Staphylococcus aureus,Blood,ICU,Clindamycin,28.1
2024,Staphylococcus aureus,Blood,OPD,Trimethoprim/Sulfamethoxazole,6.7
2024,Staphylococcus aureus,Blood,IPD,Trimethoprim/Sulfamethoxazole,16.2
2024,Staphylococcus aureus,Blood,ICU,Trimethoprim/Sulfamethoxazole,13.3
2024,Staphylococcus aureus,Blood,OPD,Ciprofloxacin,56.4
2024,Staphylococcus aureus,Blood,IPD,Ciprofloxacin,44.1
2024,Staphylococcus aureus,Blood,ICU,Ciprofloxacin,46.6
2024,Staphylococcus aureus,Blood,OPD,Gentamicin,15.0
2024,Staphylococcus aureus,Blood,IPD,Gentamicin,19.0
2024,Staphylococcus aureus,Blood,ICU,Gentamicin,18.8
2024,Staphylococcus aureus,Blood,OPD,Amikacin,5.3
2024,Staphylococcus aureus,Blood,IPD,Amikacin,10.2
2024,Staphylococcus aureus,Blood,ICU,Amikacin,0.0
2024,Staphylococcus aureus,Blood,OPD,Cefoxitin,39.4
2024,Staphylococcus aureus,Blood,IPD,Cefoxitin,33.8
2024,Staphylococcus aureus,Blood,ICU,Cefoxitin,31.1
2024,Staphylococcus aureus,Pus Aspirate,All,Cefoxitin,29.0
2024,Staphylococcus aureus,Pus Aspirate,All,Gentamicin,13.0
2024,Staphylococcus aureus,Pus Aspirate,All,Ciprofloxacin,47.0
2024,Staphylococcus aureus,Pus Aspirate,All,Trimethoprim/Sulfamethoxazole,8.0
2024,Staphylococcus aureus,Pus Aspirate,All,Clindamycin,18.0
2024,Staphylococcus aureus,Pus Aspirate,All,Erythromycin,53.0
2024,Staphylococcus aureus,Pus Aspirate,All,Linezolid,0.0
2024,Staphylococcus aureus,Pus Aspirate,All,Teicoplanin,1.0
2024,Staphylococcus aureus,Pus Aspirate,All,Doxycycline,1.0
2024,Staphylococcus aureus,Pus Aspirate,All,Vancomycin,0.0
2024,Staphylococcus aureus,OSBF,All,Cefoxitin,33.0
2024,Staphylococcus aureus,OSBF,All,Gentamicin,23.0
2024,Staphylococcus aureus,OSBF,All,Ciprofloxacin,45.0
2024,Staphylococcus aureus,OSBF,All,Trimethoprim/Sulfamethoxazole,5.0
2024,Staphylococcus aureus,OSBF,All,Clindamycin,26.0
2024,Staphylococcus aureus,OSBF,All,Erythromycin,61.0
2024,Staphylococcus aureus,OSBF,All,Linezolid,0.0
2024,Staphylococcus aureus,OSBF,All,Teicoplanin,
2024,Staphylococcus aureus,OSBF,All,Doxycycline,
2024,Staphylococcus aureus,OSBF,All,Vancomycin,0.0
2024,Enterococcus species,Blood,OPD,Doxycycline,30.0
2024,Enterococcus species,Blood,IPD,Doxycycline,42.1
2024,Enterococcus species,Blood,ICU,Doxycycline,52.4
2024,Enterococcus species,Blood,OPD,Teicoplanin,0.0
2024,Enterococcus species,Blood,IPD,Teicoplanin,7.5
2024,Enterococcus species,Blood,ICU,Teicoplanin,3.1
2024,Enterococcus species,Blood,OPD,Vancomycin,0.0
2024,Enterococcus species,Blood,IPD,Vancomycin,4.6
2024,Enterococcus species,Blood,ICU,Vancomycin,1.8
2024,Enterococcus species,Blood,OPD,Linezolid,0.0
2024,Enterococcus species,Blood,IPD,Linezolid,0.0
2024,Enterococcus species,Blood,ICU,Linezolid,0.0
2024,Enterococcus species,Blood,OPD,Erythromycin,71.4
2024,Enterococcus species,Blood,IPD,Erythromycin,81.2
2024,Enterococcus species,Blood,ICU,Erythromycin,76.9
2024,Enterococcus species,Blood,OPD,Gentamicin-High,30.0
2024,Enterococcus species,Blood,IPD,Gentamicin-High,27.7
2024,Enterococcus species,Blood,ICU,Gentamicin-High,32.0
2024,Enterococcus species,Blood,OPD,Ampicillin,20.0
2024,Enterococcus species,Blood,IPD,Ampicillin,36.5
2024,Enterococcus species,Blood,ICU,Ampicillin,41.6
